layer,sae_feat_name,sae_feat_code,sae_feat_idx,moran_i,moran_p_sim
NYmetro-l15,saef030844,030844,30844,0.054377265696455485,0.001
NYmetro-l15,saef031172,031172,31172,0.13735856779497427,0.001
NYmetro-l15,saef031372,031372,31372,0.31647130175330523,0.001
NYmetro-l15,saef031490,031490,31490,0.08049510091456279,0.001
NYmetro-l15,saef031562,031562,31562,0.03271333105617282,0.001
NYmetro-l15,saef031785,031785,31785,0.5908951366130222,0.001
NYmetro-l15,saef031879,031879,31879,0.0343609930560744,0.001
NYmetro-l15,saef031955,031955,31955,0.016890111269430158,0.012
NYmetro-l15,saef032008,032008,32008,0.36096384829699896,0.001
NYmetro-l15,saef032528,032528,32528,0.05131307410944963,0.001
NYmetro-l15,saef032731,032731,32731,0.04504178666488183,0.001
